日期,时段,速度等级,最小平均速度,最大平均速度,平均平均速度,记录数
05-07,晚上,7,3.7714030303,89.6311365829,25.84389734186083,167024
05-07,晚上,8,13.3502314889,63.6719146667,30.89530065880655,976
05-08,凌晨,2,15.4488874667,100.359609556,89.66121647845473,1220
05-08,凌晨,4,7.48288326667,89.4386011523,60.89260548276138,46360
05-08,凌晨,5,2.0,95.95237,38.71292345589741,370860
05-08,凌晨,6,6.70568180581,95.4106635864,34.74371935576392,256200
05-08,凌晨,7,2.22213132653,83.9241482401,29.622817990101012,228320
05-08,上午,2,8.43906628889,95.8899955556,67.86138046915282,1220
05-08,上午,4,2.78999925517,87.589354429,51.24454095404938,46360
05-08,上午,5,2.93711225407,90.4206395372,35.584681914589936,370860
05-08,上午,6,2.41455133333,89.9756,31.645630318799174,256200
05-08,上午,7,3.45462891111,82.8457,26.846304381736093,228320
05-08,中午,2,11.1052345333,88.2887923704,58.02556845643388,854
05-08,中午,4,4.11165722222,77.7735716667,47.48179946261193,32452
05-08,中午,5,2.6092535444,76.307,33.177249755629084,259602
05-08,中午,6,2.53600737931,76.4099257778,29.572547889194595,179340
05-08,中午,7,3.68376113333,82.8169173333,24.89876333833762,159824
05-08,下午,2,12.8525676355,86.1635374834,53.57492482919884,854
05-08,下午,4,4.26236964147,76.4434497778,44.959566906964426,32452
05-08,下午,5,3.59357485174,82.6214,32.70890031115964,259602
05-08,下午,6,3.24591871111,66.3758588889,29.17263582792637,179340
05-08,下午,7,2.82705196117,78.4286,24.630369915535123,159824
05-08,傍晚,2,12.911383,90.152658938,49.50538958215672,732
05-08,傍晚,4,2.67728824716,80.8219,45.459305155009936,27816
05-08,傍晚,5,2.96762383065,73.4305656429,31.78862209811109,222516
05-08,傍晚,6,3.77930648276,74.3302927778,28.081439258832578,153720
05-08,傍晚,7,3.55341981999,78.3843,23.668419859635822,136992
05-08,晚上,2,8.34988308889,90.227372,68.7004361581646,976
05-08,晚上,4,6.37087244444,81.3475182222,54.085941382466245,37088
05-08,晚上,5,3.92182933333,85.7974388162,35.53857860314554,296688
05-08,晚上,6,3.71639677778,82.42,31.67983168598097,204960
05-08,晚上,7,4.31517595556,76.9895426056,26.642227304958322,182656
05-09,凌晨,2,39.39579,97.5704922222,71.9452194118951,2440
05-09,凌晨,3,61.9221542222,101.514800972,82.02728144886741,3660
05-09,凌晨,4,5.48459877778,87.4457511111,61.19060940907812,65880
05-09,凌晨,5,5.04401526667,95.95237,38.80885214220933,392860
05-09,凌晨,6,2.0,107.563,35.05136475892717,249020
05-09,凌晨,7,7.77611099784,97.9771,27.981252588335778,189100
05-09,上午,2,4.89578957088,94.119048,62.60993355365891,2440
05-09,上午,3,4.13234991185,99.8467415556,77.65403492577744,3660
05-09,上午,4,2.25952717778,87.3568971111,51.02715208474968,65880
05-09,上午,5,3.09709746667,86.9231973544,35.6743191081846,392860
05-09,上午,6,2.9850802,96.5281,31.949675503830456,249020
05-09,上午,7,3.73802488889,104.026,26.101150469058318,189100
05-09,中午,2,36.7324511376,91.6434372974,60.25313631883277,1708
05-09,中午,3,8.04083427586,94.0793325499,78.94931182279053,2562
05-09,中午,4,3.23635195556,80.598584647,46.730274706126174,46116
05-09,中午,5,2.55187946199,76.307,33.422660031568505,275002
05-09,中午,6,2.57095,75.974381044,29.591269004426145,174314
05-09,中午,7,3.65166934319,75.1201540926,24.437170069869914,132370
05-09,下午,2,43.6,86.2368321587,58.71724042509384,1708
05-09,下午,3,46.9669195556,91.7590484504,79.5068705844499,2562
05-09,下午,4,2.7315071943,78.0353497643,44.775406623718546,46116
05-09,下午,5,2.61494144444,72.4222570783,32.806663809100634,275002
05-09,下午,6,3.30967764444,72.7907430529,29.1227622905978,174314
05-09,下午,7,2.03870555556,74.7359,24.23132343705175,132370
05-09,傍晚,2,35.8515979145,83.2297320404,59.27425531050816,1464
05-09,傍晚,3,15.9618717241,92.2568627586,79.18760214216417,2196
05-09,傍晚,4,2.88100882082,76.3016091111,45.07592219940064,39528
05-09,傍晚,5,2.76440711111,74.8610264444,31.455291170773,235716
05-09,傍晚,6,2.87739576667,77.3479211111,28.072233600794036,149412
05-09,傍晚,7,3.86005972462,72.0592528571,23.236024929333077,113460
05-09,晚上,2,33.4841288889,85.0137686667,61.868172326399375,1952
05-09,晚上,3,17.7747191111,92.836,79.36662598015323,2928
05-09,晚上,4,4.01777777778,82.0430951111,53.45344568047601,52704
05-09,晚上,5,3.10794615556,81.1721236472,35.407973498299796,314288
05-09,晚上,6,4.07605413333,86.5444264444,31.968585814104042,199216
05-09,晚上,7,5.03482228889,82.3436,25.615971958444675,151280
05-10,凌晨,2,19.2731368,100.460486667,84.58648572561923,6100
05-10,凌晨,3,45.3420521568,94.0808578881,75.18369860054256,6100
05-10,凌晨,4,6.50527955556,93.2663,62.67968550604555,50020
05-10,凌晨,5,4.323121,104.277,39.202257819925876,361420
05-10,凌晨,6,8.04768548889,95.8254,34.96393202305257,257280
05-10,凌晨,7,2.0795825,91.1943573333,27.89819111295842,222040
05-10,上午,2,3.94025189195,96.4623186667,65.81367757396299,6100
05-10,上午,3,10.7969667111,90.05252,65.34597574437348,6100
05-10,上午,4,2.21580962222,85.7967366667,51.62600044135157,50020
05-10,上午,5,2.82585057778,105.678,36.0051759017098,361420
05-10,上午,6,2.79213077526,107.482,31.951992531451246,257280
05-10,上午,7,3.21008735556,85.8209,25.470602332342,222040
05-10,中午,2,11.1052345333,88.2127989377,63.72675374130093,4270
05-10,中午,3,8.27955242222,81.5746299903,66.84835567586018,4270
05-10,中午,4,4.53523853333,79.6232872222,48.07927021937668,35014
05-10,中午,5,2.54123066667,74.4327,33.82841382971961,252994
05-10,中午,6,2.01805368898,71.3698,29.600024824777847,180096
05-10,中午,7,3.37122182222,69.315403906,23.81843479943234,155428
05-10,下午,2,10.4246702444,87.0687708207,58.024559169852274,4270
05-10,下午,3,10.0038728667,79.6025244307,68.997809867159,4270
05-10,下午,4,3.94113755037,80.1384815556,44.2030116913669,35014
05-10,下午,5,3.11454047141,82.3876494461,33.230658769288276,252994
05-10,下午,6,2.82705196117,71.5371345238,28.968873851544647,180096
05-10,下午,7,3.2165782,64.9300663409,23.736390589499255,155428
05-10,傍晚,2,10.8643598444,89.7797160481,59.92816035051689,3660
05-10,傍晚,3,10.4409231556,83.060229608,68.49240082951904,3660
05-10,傍晚,4,4.45565162222,79.0523833447,44.24548184684265,30012
05-10,傍晚,5,2.93728475556,75.0738733333,31.919878011615477,216852
05-10,傍晚,6,2.61686,67.3104493692,28.00362344847588,154368
05-10,傍晚,7,3.6567133393,71.1297,22.63744424457534,133224
05-10,晚上,2,8.34988308889,90.1191046667,71.64310477732562,4880
05-10,晚上,3,9.04914873333,86.6311415556,71.1278276882545,4880
05-10,晚上,4,4.28072991111,83.1190048889,54.48387673081716,40016
05-10,晚上,5,3.81596164444,93.4444,35.86996247085636,289136
05-10,晚上,6,4.0,83.9022881481,31.87815804639664,205824
05-10,晚上,7,4.31086407778,83.3997,25.231768719492038,177632
05-11,凌晨,2,32.861176,79.7812684444,63.20024969271765,1220
05-11,凌晨,3,12.6562848222,89.7775075556,68.06866511086191,2440
05-11,凌晨,4,9.20283191111,88.6896591111,64.51378909788211,54900
05-11,凌晨,5,2.0,119.928,38.81275460321976,399100
05-11,凌晨,6,4.02075,110.395,35.71235003135388,244000
05-11,凌晨,7,2.0,89.0240292989,28.7233075986149,201300
05-11,上午,2,20.8566535556,76.0618085824,62.249523835651246,1220
05-11,上午,3,4.18524191111,89.0579946667,65.60946997173842,2440
05-11,上午,4,2.38111946207,91.4288143191,52.427646761338046,54900
05-11,上午,5,2.88706328889,111.878,35.42213348011198,399100
05-11,上午,6,3.35511953354,99.4715849917,32.44246526625367,244000
05-11,上午,7,2.69123211111,100.723,26.140693933871972,201300
05-11,中午,2,44.710192,72.8574258051,62.700602330062424,854
05-11,中午,3,12.234616,86.1127802222,65.21579247834207,1708
05-11,中午,4,2.62437037405,81.1137937778,47.98389472706914,38430
05-11,中午,5,2.59832207186,96.9598315556,33.20536551942291,279370
05-11,中午,6,3.85289652874,69.2112716371,30.365655294278422,170800
05-11,中午,7,4.05207295556,74.1925981515,23.9502390720201,140910
05-11,下午,2,51.1438971111,72.9193507143,62.71034452399594,854
05-11,下午,3,24.5199928889,85.4841466349,66.50269296813582,1708
05-11,下午,4,4.40494077018,82.5535868889,43.750721136174434,38430
05-11,下午,5,2.23125881073,100.522928249,32.65317935287689,279370
05-11,下午,6,3.07199031737,65.8867176923,29.975550998392443,170800
05-11,下午,7,2.64609404444,83.2996,23.875171864650245,140910
05-11,傍晚,2,37.0856364286,72.4166083275,60.52781030036236,732
05-11,傍晚,3,14.6668831111,85.5186475319,67.00232469132342,1464
05-11,傍晚,4,4.0,81.3756262912,42.67735110026076,32940
05-11,傍晚,5,3.20071173673,99.5107971499,31.833615986579368,239460
05-11,傍晚,6,2.43496853333,74.3302927778,28.844408377781434,146400
05-11,傍晚,7,2.30606225287,65.7762768909,22.877541821868864,120780
05-11,晚上,2,14.5668325111,70.08033,58.7320193166227,976
05-11,晚上,3,9.10809710345,84.2969746667,65.79253091472363,1952
05-11,晚上,4,5.14416966667,84.083968,55.59884724495151,43920
05-11,晚上,5,3.53012212369,108.861738397,35.576063174051235,319280
05-11,晚上,6,3.86960215556,82.42,32.42463135746905,195200
05-11,晚上,7,2.73503888889,77.8496226667,25.893574732750338,161040
05-12,凌晨,2,6.22637326667,94.7635131111,73.70268530159251,2440
05-12,凌晨,3,72.1855131111,91.5057584981,82.2221221385457,1220
05-12,凌晨,4,8.72385593749,98.5097546032,61.734133989139224,54900
05-12,凌晨,5,2.0,105.33744154,38.71406906381243,388720
05-12,凌晨,6,2.0,107.563,35.23140345682886,263520
05-12,凌晨,7,2.0,95.0831,28.851409990141438,192160
05-12,上午,2,12.8493155556,89.4914982222,60.29345935975937,2440
05-12,上午,3,69.0309564444,90.5263564444,81.37158900111064,1220
05-12,上午,4,2.68621847209,99.8767826667,49.98737839661317,54900
05-12,上午,5,2.24027694253,98.7978,35.37863098575222,388720
05-12,上午,6,2.0,83.7167,31.42413214988541,263520
05-12,上午,7,2.0,95.0831,26.256372938053513,192160
05-12,中午,2,5.44043288855,80.9745413333,63.01253217728038,1708
05-12,中午,3,69.3214777299,84.2004251795,77.86366993975331,854
05-12,中午,4,4.052822,82.3752202222,48.31917433739421,38430
05-12,中午,5,2.13040448889,75.9333468599,32.91028244866899,272104
05-12,中午,6,2.53609962222,81.7836,29.263044246092683,184464
05-12,中午,7,2.65377756858,78.8763,24.22197120820794,134512
05-12,下午,2,5.40858068336,75.196280312,59.683609957259925,1708
05-12,下午,3,5.2006437,81.0712582222,74.88517366134286,854
05-12,下午,4,4.00223462299,81.2543792857,46.19798236775324,38430
05-12,下午,5,2.16938174759,74.032906992,32.451994707829805,272104
05-12,下午,6,2.29127688889,78.2575,28.80964879765315,184464
05-12,下午,7,2.60530197778,79.1306686667,23.987503590121065,134512
05-12,傍晚,2,3.96892689978,76.9265915556,61.76578467561248,1464
05-12,傍晚,3,10.1351992984,80.2724528889,65.81731692361356,732
05-12,傍晚,4,2.24209451111,82.8530179786,46.74955734000105,32940
05-12,傍晚,5,2.57652570958,77.4119272117,31.5450170605311,233232
05-12,傍晚,6,2.7209784,66.4559353158,27.677806084073094,158112
05-12,傍晚,7,3.37124669048,82.8225,23.02147079015238,115296
05-12,晚上,2,6.34678466667,90.0828513333,67.66836477164154,1952
05-12,晚上,3,9.22082418084,84.5859424444,72.74900447608456,976
05-12,晚上,4,3.92126715556,87.6127613333,54.573223959068706,43920
05-12,晚上,5,3.46643708889,82.104744889,35.38487202334406,310976
05-12,晚上,6,3.19564304444,81.7544862857,31.70999837379909,210816
05-12,晚上,7,3.4675516,77.2395,25.996192918878286,153728
05-13,凌晨,3,49.4132394534,92.6098062222,76.2543460993322,1220
05-13,凌晨,4,3.24966566667,89.3355953333,62.26002415270126,39040
05-13,凌晨,5,5.06971211111,111.651016667,39.876414678037776,394840
05-13,凌晨,6,2.0,112.123912667,35.43094027450238,246440
05-13,凌晨,7,9.53333,84.5103,28.4438352208316,221420
05-13,上午,3,44.5788933333,87.732494,79.21839540751472,1220
05-13,上午,4,2.8601114,88.5374584444,52.67980716128385,39040
05-13,上午,5,2.22416245977,106.355930889,36.72993572434789,394840
05-13,上午,6,2.0,113.84,32.40728930056565,246440
05-13,上午,7,4.33532107778,92.0492873407,25.924769729102636,221420
05-13,中午,3,9.98397786617,86.5272133333,77.56260923983903,854
05-13,中午,4,5.01843446527,77.608504,49.31223562800442,27328
05-13,中午,5,3.61920351111,70.8208634115,34.65796991781126,276388
05-13,中午,6,2.97670650384,94.1092980159,30.46597611965563,172508
05-13,中午,7,3.37282310958,62.6325703505,24.16791561434515,154994
05-13,下午,3,5.00740984444,85.2360215556,75.42201525482866,854
05-13,下午,4,4.00223462299,76.2952242222,45.054769265502195,27328
05-13,下午,5,3.50738275556,70.2454607598,34.14274439886632,276388
05-13,下午,6,2.415,94.1735167176,30.074472100958207,172508
05-13,下午,7,3.90352362222,72.06885,24.066598868182723,154994
05-13,傍晚,3,33.8194091556,85.5210408889,74.94713925228427,732
05-13,傍晚,4,3.68504077778,78.6335775556,44.452829839064044,23424
05-13,傍晚,5,2.49234051111,77.1491050738,32.82295865153827,236904
05-13,傍晚,6,3.33938957778,92.7752575891,28.841543540848317,147864
05-13,傍晚,7,3.04675124444,74.2173,22.936463098135416,132852
05-13,晚上,3,59.4890462228,83.4428811111,72.40404731380922,976
05-13,晚上,4,3.92126715556,83.200509191,54.16253817691773,31232
05-13,晚上,5,2.86113711111,79.3617012727,36.640730975770246,315872
05-13,晚上,6,3.71639677778,98.7841,32.36746384742315,197152
05-13,晚上,7,2.89420006667,81.1297,25.73192501161562,177136
05-14,凌晨,2,38.8490915556,85.8223544444,77.06617908636261,1220
05-14,凌晨,4,15.2617,88.0945333333,62.66262681206412,43920
05-14,凌晨,5,11.3900649333,92.7607,38.55300847325071,384460
05-14,凌晨,6,2.0,115.748,34.35090091003529,263520
05-14,凌晨,7,2.0,100.78,28.648736489939505,208620
05-14,凌晨,8,15.4323959778,43.054284,22.837792563233187,1220
05-14,上午,2,24.6109724444,83.0380753333,68.16301544360172,1220
05-14,上午,4,2.55978231111,85.4619122222,52.9231460397012,43920
05-14,上午,5,3.31025222786,83.8339560432,35.21896810764625,384460
05-14,上午,6,2.55333333333,86.8376,31.00455756282066,263520
05-14,上午,7,3.63768697669,97.8976,26.13919068100533,208620
05-14,上午,8,5.92784914347,28.9924708889,16.88301840501134,1220
05-14,中午,2,42.8519397516,82.2278367436,69.22962191895071,854
05-14,中午,4,2.1585902069,80.0713491111,49.63137466735312,30744
05-14,中午,5,2.84725606667,81.7511571429,32.901004371225525,269122
05-14,中午,6,2.62815602222,69.511303915,28.61507214207361,184464
05-14,中午,7,3.74248261823,66.7074427723,24.235106322476092,146034
05-14,中午,8,6.1753554,22.2799695556,13.249230482227832,854
05-14,下午,2,20.7878137778,78.0027699502,68.22546175163265,854
05-14,下午,4,3.4230808,80.5238435556,47.47081473917273,30744
05-14,下午,5,2.52532606667,89.3220890355,32.39989122770174,269122
05-14,下午,6,2.40171191111,76.0119258333,28.213334299386435,184464
05-14,下午,7,3.90244849617,79.8092366667,23.876811249522678,146034
05-14,下午,8,6.44359845977,22.1668364444,13.220409893777157,854
05-14,傍晚,2,10.9697056444,75.2531912476,66.58371179075314,732
05-14,傍晚,4,2.7857207176,76.6208028889,47.33417400588286,26352
05-14,傍晚,5,3.14648597778,77.3935828571,31.506883644786594,230676
05-14,傍晚,6,3.14876664444,69.7657166667,27.38989333096211,158112
05-14,傍晚,7,3.47666009,59.6449003893,22.96033622243648,125172
05-14,傍晚,8,7.24610967251,23.358802,18.52749784139329,732
05-14,晚上,2,46.2143086667,77.8583322222,70.12153495875422,976
05-14,晚上,4,5.79900048889,82.6690808889,56.87176436410609,35136
05-14,晚上,5,3.90484286667,78.4167520819,35.495497425388265,307568
05-14,晚上,6,2.32935895556,79.4990361625,30.929741672530398,210816
05-14,晚上,7,3.88206286667,86.756242877,25.71617649188161,166896
05-14,晚上,8,14.0887506667,32.7650224444,21.000899364181013,976
05-15,凌晨,3,43.4510211111,101.216928441,76.62547140049179,7320
05-15,凌晨,4,15.5233,95.81521,60.37800573281718,46360
05-15,凌晨,5,5.84365233333,112.286,39.64996613223763,369940
05-15,凌晨,6,6.73406802222,111.153184,35.69600142275239,264740
05-15,凌晨,7,6.4683,88.1997,29.526558187869398,214600
05-15,上午,3,6.50499155556,95.6079555556,72.15745515910277,7320
05-15,上午,4,3.52074337778,86.3075266354,51.32253613120048,46360
05-15,上午,5,3.24347244444,96.5990980789,36.335716185983905,369940
05-15,上午,6,2.51982036977,106.283,32.460973009251944,264740
05-15,上午,7,3.45812406667,83.8588,26.952745710024228,214600
05-15,中午,3,10.122897101,92.5123941394,71.22826575043085,5124
05-15,中午,4,2.10117963218,76.6767169476,47.63912011502924,32452
05-15,中午,5,2.0,76.5481454313,34.27335697003806,258958
05-15,中午,6,3.61417913333,81.8963369048,30.5699477154172,185318
05-15,中午,7,3.49681586667,67.3946595556,24.935891514252297,150220
05-15,下午,3,16.3323955556,90.3200862222,71.83070024221998,5124
05-15,下午,4,3.13130577907,75.8593873333,44.71865644034262,32452
05-15,下午,5,2.96484147443,71.1975787654,33.60649589697389,258958
05-15,下午,6,3.92084461905,67.6334945121,30.00454530241767,185318
05-15,下午,7,3.86675208429,78.7874,24.783230429920604,150220
05-15,傍晚,3,12.0020456092,89.2777178176,69.42426671974572,4392
05-15,傍晚,4,2.45942723847,76.519106299,44.568948100768026,27816
05-15,傍晚,5,2.28440008889,66.9739088889,32.246322809723246,221964
05-15,傍晚,6,2.34751647126,75.0767,28.59458141660764,158844
05-15,傍晚,7,2.99071186667,79.0414355866,23.764196399817603,128760
05-15,晚上,3,14.2568064444,89.2414531111,71.10073282412706,5856
05-15,晚上,4,3.36486315556,113.792,53.108132314190435,37088
05-15,晚上,5,3.98157602222,71.5256315465,36.297013031473874,295952
05-15,晚上,6,3.9807782,81.8368793487,32.37270104751992,211792
05-15,晚上,7,4.30231931111,90.2007327169,26.522910527096133,171680
05-16,凌晨,2,26.0835004444,95.4468505961,78.54323187405663,2440
05-16,凌晨,3,23.6,101.381151063,72.7771595314037,3660
05-16,凌晨,4,13.4878066444,107.752,65.04423291095493,50020
05-16,凌晨,5,4.96876,100.994527327,39.0865261082922,389220
05-16,凌晨,6,2.0,106.548170443,35.38625901491609,237900
05-16,凌晨,7,6.83774,84.5103,27.76652365155235,219720
05-16,上午,2,6.09533633333,95.9967048889,69.54765914429431,2440
05-16,上午,3,4.90753028091,100.053455778,76.39037326186617,3660
05-16,上午,4,2.5021362,97.5579685403,55.652255234530706,50020
05-16,上午,5,2.71347943796,85.452770417,36.21485481667208,389220
05-16,上午,6,2.4616958,102.692531885,32.01133363964496,237900
05-16,上午,7,3.54231186667,92.0492873407,25.444668703248897,219720
05-16,中午,2,10.9024221333,85.3157915556,65.09376552408436,1708
05-16,中午,3,8.3377842069,90.6719800069,76.65226937208429,2562
05-16,中午,4,2.04161627586,83.8375203954,52.095020118644946,35014
05-16,中午,5,2.91030955096,69.7763491111,33.857463804674765,272454
05-16,中午,6,2.95804720383,75.8045123312,29.901366739580784,166530
05-16,中午,7,2.85451662222,76.9662879554,23.577477041636186,153804
05-16,下午,2,10.7311514781,83.76538125,63.36058243551166,1708
05-16,下午,3,36.4679122222,88.9178379791,74.8004381134641,2562
05-16,下午,4,3.13130577907,85.1098068889,48.21863197114948,35014
05-16,下午,5,2.54817333333,67.554748118,33.335001246938916,272454
05-16,下午,6,2.0,71.1553296032,29.541426449029746,166530
05-16,下午,7,3.73866915556,78.3391,23.554661676910214,153804
05-16,傍晚,2,7.98468164444,86.6821148889,53.46964610621683,1464
05-16,傍晚,3,40.810292,89.56303,74.19493576769287,2196
05-16,傍晚,4,2.45942723847,83.1939515887,48.54481480933958,30012
05-16,傍晚,5,2.76440711111,69.3132759624,32.20358574068464,233532
05-16,傍晚,6,3.04983631111,70.0563345614,28.205630197861147,142740
05-16,傍晚,7,3.47925598668,69.8302266526,22.477770478175078,131832
05-16,晚上,2,8.02986684444,90.4695857778,67.92350293577212,1952
05-16,晚上,3,47.2032988889,88.7350564444,75.41360165336171,2928
05-16,晚上,4,5.59351217778,84.4903186667,57.83492347790692,40016
05-16,晚上,5,3.55283555556,77.7858,35.92734788464283,311376
05-16,晚上,6,3.79222184444,82.879,32.06070959466999,190320
05-16,晚上,7,3.66365551111,73.0939712757,25.10769387614534,175776
05-17,凌晨,2,27.5581222222,100.775752444,87.28456644605872,1220
05-17,凌晨,3,28.6,102.989669002,75.70056863937252,3660
05-17,凌晨,4,3.1020124,91.5682888889,63.05500525924514,50020
05-17,凌晨,5,4.00156631111,104.792,39.80943905810877,369820
05-17,凌晨,6,6.36237284268,101.49,35.32993059990539,274500
05-17,凌晨,7,8.5551887,87.0837,28.12180417960042,203740
05-17,上午,2,3.2626122659,97.2583893333,63.2427603734126,1220
05-17,上午,3,6.49572724444,98.0361242222,82.236760326443,3660
05-17,上午,4,2.38111946207,88.8440277778,52.640549056183666,50020
05-17,上午,5,2.09821437778,91.9794490741,36.40508183628269,369820
05-17,上午,6,2.42632851111,83.4215,31.839449293274644,274500
05-17,上午,7,3.98041507477,83.9149,25.917363314796678,203740
05-17,中午,2,28.46565,91.348376201,57.40084850632207,854
05-17,中午,3,9.35427427586,93.2154245778,81.21786425167998,2562
05-17,中午,4,2.10117963218,80.6075753333,48.483755690397956,35014
05-17,中午,5,2.2479172,82.5084374242,34.063822735333495,258874
05-17,中午,6,2.77638624877,63.4588220683,29.916515688735675,192150
05-17,中午,7,4.06222222222,67.5866582172,24.13964624174741,142618
05-17,下午,2,19.7803424444,87.5178719044,49.253937481875944,854
05-17,下午,3,48.9649764444,88.9889259123,79.5522461321726,2562
05-17,下午,4,3.58752221821,95.6780700452,44.8718260442055,35014
05-17,下午,5,2.23125881073,89.2018293333,33.30671262620714,258874
05-17,下午,6,3.17503911693,76.6901419078,29.3097819685593,192150
05-17,下午,7,4.06085026667,75.4454284634,24.053600888986285,142618
05-17,傍晚,2,31.9387306667,83.1797729513,54.868444355634956,732
05-17,傍晚,3,13.7249926667,92.134155474,78.40002297041367,2196
05-17,傍晚,4,2.02140119142,81.3756262912,44.156067726750365,30012
05-17,傍晚,5,3.36781491111,67.2000194095,32.16842032912042,221892
05-17,傍晚,6,2.90413862222,81.9735,28.017601837991364,164700
05-17,傍晚,7,4.24511266667,71.5592,23.144082755573557,122244
05-17,晚上,2,32.1362486667,87.7435217778,69.38592386146544,976
05-17,晚上,3,50.1476877778,92.8753208889,77.85962401965776,2928
05-17,晚上,4,2.80759271111,83.5934502222,55.578174701705265,40016
05-17,晚上,5,3.02557357778,80.382,36.200085401545415,295856
05-17,晚上,6,4.0,79.0199,31.961125717109887,219600
05-17,晚上,7,4.53974993333,83.3997,25.826049288525624,162992
05-18,凌晨,2,36.1232991111,96.589344,79.48227605382657,3660
05-18,凌晨,4,15.9836208681,85.1735350738,60.33531982100213,42700
05-18,凌晨,5,10.4353802222,95.2969498657,39.00374945288249,373120
05-18,凌晨,6,2.0,97.9301011552,35.671970979826924,259000
05-18,凌晨,7,2.0,111.755,29.177889675821277,224480
05-18,上午,2,15.6859053333,94.6277186667,70.50997533734783,3660
05-18,上午,4,2.8601114,84.4987475556,49.70249433875661,42700
05-18,上午,5,2.56792062222,103.47372269,35.93711353761791,373120
05-18,上午,6,2.0,93.9736109122,32.177028269155024,259000
05-18,上午,7,2.0,109.196590222,26.809494122985676,224480
05-18,中午,2,20.8882377431,92.5376799259,71.08184724421025,2562
05-18,中午,4,3.45253742514,80.598584647,48.357447279381006,29890
05-18,中午,5,2.57706777011,71.8444942222,33.725003212839056,261184
05-18,中午,6,2.67449454545,70.5759966667,30.000263709865504,181300
05-18,中午,7,3.44041640343,71.65334,25.1456801314092,157136
05-18,下午,2,20.7878137778,89.3959229993,70.06587525861774,2562
05-18,下午,4,4.27638077778,90.6410515892,47.316467627465855,29890
05-18,下午,5,2.65482099835,73.1716563942,33.05149693076021,261184
05-18,下午,6,3.01111406667,77.3166038462,29.322457723602795,181300
05-18,下午,7,3.4661187694,78.2997,24.93936618675188,157136
05-18,傍晚,2,6.45934624012,86.4960615731,68.659003493006,2196
05-18,傍晚,4,2.27497022222,75.2671611111,46.86218820850623,25620
05-18,傍晚,5,3.49805877778,69.1229653333,31.704607754144398,223872
05-18,傍晚,6,2.44176342222,72.2665,28.049397765169132,155400
05-18,傍晚,7,4.30273344444,77.236,24.04649262316344,134688
05-18,晚上,2,40.3933204444,87.5005551111,71.7689866026963,2928
05-18,晚上,4,3.97174788889,79.7415951111,54.76667315158742,34160
05-18,晚上,5,3.95746637778,76.4526934536,35.70711468738847,298496
05-18,晚上,6,3.59418966667,82.879,32.13711487325234,207200
05-18,晚上,7,3.02557357778,88.5824,26.59126489944586,179584
05-19,凌晨,2,44.0532984444,85.8284715556,74.85475111136537,1220
05-19,凌晨,3,4.57834288889,92.2750693333,81.7538532987469,2440
05-19,凌晨,4,3.66427046667,95.0872,59.78706153422164,46360
05-19,凌晨,5,4.00156631111,118.947,39.014673837511815,383080
05-19,凌晨,6,3.230345,101.788,36.46968191855619,252180
05-19,凌晨,7,5.95033,88.0004,27.846676099611027,217680
05-19,上午,2,18.4082315483,81.2164228889,64.54348782658099,1220
05-19,上午,3,4.55006274875,91.8331224444,76.9023670582723,2440
05-19,上午,4,4.0186846,93.4225158539,51.56790585736733,46360
05-19,上午,5,2.42970228889,88.1751400995,35.77587891896807,383080
05-19,上午,6,2.09913862222,97.0393,32.78832005350094,252180
05-19,上午,7,3.83359437778,81.4456138889,25.586697214727153,217680
05-19,中午,2,18.6134706667,71.3142228889,56.251055828692586,854
05-19,中午,3,4.59323948889,87.1618830702,65.64054580413365,1708
05-19,中午,4,4.03465506897,85.0464691111,47.99976624252853,32452
05-19,中午,5,2.4619558097,73.0062721939,33.59471549708431,268156
05-19,中午,6,2.42084216601,74.8606002258,30.366351935604257,176526
05-19,中午,7,3.73443313333,66.9913489286,23.766591887138997,152376
05-19,下午,2,16.402050012,70.8933995556,54.08500811383814,854
05-19,下午,3,2.93250645977,83.926846,51.16913108486332,1708
05-19,下午,4,3.98315428521,86.3527993333,44.14912268016151,32452
05-19,下午,5,2.20009371111,81.7025121937,33.01143463299427,268156
05-19,下午,6,2.28423148294,83.9229871623,29.832685180959338,176526
05-19,下午,7,2.82705196117,79.8092366667,23.602465401907093,152376
05-19,傍晚,2,11.2575977778,67.5482268889,39.463785134264484,732
05-19,傍晚,3,2.03299388889,83.5119531111,45.052973573136114,1464
05-19,傍晚,4,3.29298601801,85.7694731856,41.52269561809437,27816
05-19,傍晚,5,2.39269506667,76.9241,31.712222568363398,229848
05-19,傍晚,6,2.21201162222,72.1674121642,28.657094938540585,151308
05-19,傍晚,7,4.05333333333,70.9554308182,22.79787460530471,130608
05-19,晚上,2,11.2124705778,79.9446224444,59.16691777642738,976
05-19,晚上,3,2.05329624444,86.6932382222,66.84178326723506,1952
05-19,晚上,4,3.55083122222,86.1701988889,51.118162553918026,37088
05-19,晚上,5,3.02557357778,87.7493997306,35.595930498570596,306464
05-19,晚上,6,3.19564304444,78.8330777705,33.00616971597679,201744
05-19,晚上,7,4.02924848889,82.1687527778,25.21387245943427,174144
05-20,凌晨,2,16.6757869333,100.775752444,87.0018919228964,2440
05-20,凌晨,3,9.36258395556,95.7694293333,74.83746635334114,7320
05-20,凌晨,4,12.5156791111,84.2365651111,60.24695591069242,45140
